202107040101,中京,サラ系３歳,未勝利,ダ1400m,34.9,H,重,16頭,"{'馬番7': {'コーナー通過順': ['1', '1'], '脚質': '逃げ', '人気': '6'}}","{'馬番6': {'コーナー通過順': ['5', '6'], '脚質': '先行', '人気': '13'}}"
202107040102,中京,サラ系３歳,未勝利,ダ1800m,36.1,H,重,16頭,,
202107040103,中京,サラ系３歳,未勝利,ダ1200m,34.1,H,重,16頭,"{'馬番4': {'コーナー通過順': ['6', '6'], '脚質': '中団', '人気': '14'}}",
202107040104,中京,サラ系３歳,未勝利,芝2000m,36.6,S,稍,18頭,,
202107040105,中京,サラ系２歳,新馬,芝1600m,36.5,S,良,12頭,"{'馬番2': {'コーナー通過順': ['11', '10', '10'], '脚質': '後方', '人気': '7'}}","{'馬番10': {'コーナー通過順': ['3', '3', '3'], '脚質': '先行', '人気': '6'}}"
202107040106,中京,サラ系３歳以上,１勝クラス,芝1200m,34.0,M,良,13頭,,
202107040107,中京,サラ系３歳以上,１勝クラス,ダ1800m,37.4,S,重,12頭,"{'馬番4': {'コーナー通過順': ['1', '1', '1', '1'], '脚質': '逃げ', '人気': '7'}}",
202107040108,中京,サラ系３歳以上,１勝クラス,芝1600m,34.7,M,良,16頭,,
202107040109,中京,サラ系３歳以上,２勝クラス,芝2200m,35.3,M,良,10頭,"{'馬番4': {'コーナー通過順': ['3', '3', '3', '3'], '脚質': '先行', '人気': '6'}}","{'馬番3': {'コーナー通過順': ['1', '1', '1', '1'], '脚質': '逃げ', '人気': '8'}}"
202107040110,中京,サラ系３歳以上,３勝クラス,ダ1800m,35.8,H,重,16頭,"{'馬番8': {'コーナー通過順': ['11', '11', '10', '9'], '脚質': '後方', '人気': '9'}}",
202107040111,中京,サラ系３歳以上,オープン,芝2000m,38.0,S,良,13頭,"{'馬番3': {'コーナー通過順': ['1', '1', '1', '1'], '脚質': '逃げ', '人気': '8'}}","{'馬番8': {'コーナー通過順': ['2', '2', '2', '2'], '脚質': '先行', '人気': '9'}}"
202107040112,中京,サラ系３歳以上,２勝クラス,ダ1400m,33.8,H,重,16頭,"{'馬番4': {'コーナー通過順': ['9', '9'], '脚質': '中団', '人気': '7'}}",
